Transaction_ID,Date,Transaction_Type,Department,Vendor,Payment_Method,Category,Approved_by,Recurring,Project_Code,Amount,Is_Fraudulent
1c5296eb-9f51-4fab-af5a-b1857b1f3fc4,2023-02-03,expense,Marketing,Smith Ltd,bank_transfer,operational,CFO,False,PRJ_014,-5005.5,False
54831247-c7a2-4244-9637-199aaaac64ed,2024-05-04,expense,HR,Alexander and Sons,bank_transfer,services,CTO,False,PRJ_012,-6651.97,False
1c7c3f0c-89a5-4189-b8a7-b428ae75ae71,2021-08-19,expense,Finance,"Valdez, Robinson and Fernandez",bank_transfer,training,CFO,False,PRJ_005,-5407.45,False
dfa12162-2e34-4419-8479-5acc81c620fe,2022-10-20,income,R&D,"Lewis, Carroll and Walker",crypto,taxes,COO,False,PRJ_004,13434.28,False
9b62a27c-7911-4cb4-91a9-47eff4398bf9,2023-01-24,expense,Sales,"Lewis, Carroll and Walker",bank_transfer,hardware,CEO,False,PRJ_010,-4240.9,False
44af9d87-925e-42bc-a198-369eb3103172,2024-04-10,expense,R&D,"Gomez, Hopkins and Thompson",card,travel,CEO,False,PRJ_014,-6484.5,False
e8497151-dc02-408e-a4af-08c8b4537c40,2022-01-05,expense,Marketing,Vance PLC,card,software,CTO,True,PRJ_011,-3430.44,False
da959632-fb4e-42f9-a417-66a7438a98e5,2022-12-01,income,Marketing,"Watts, Lawson and Durham",card,salary,CEO,False,PRJ_018,10554.43,False
4b398f10-9392-4944-9838-705d58a76895,2023-07-24,expense,R&D,Chan Ltd,card,software,CFO,False,PRJ_011,-6927.17,False
346d27b8-ed2b-451e-88cc-721821f65660,2023-03-26,expense,R&D,"Russo, Johnson and Torres",card,travel,COO,False,PRJ_016,-3701.27,False
c7d5efb4-6f52-4486-a20d-1d541d0c4014,2023-01-18,transfer,Sales,George-Carpenter,bank_transfer,travel,CEO,False,PRJ_015,-710.29,False
a5338e7f-6697-466c-a010-280a29ac0881,2021-07-17,investment,Marketing,"Watts, Lawson and Durham",crypto,operational,CEO,False,PRJ_013,-12448.86,False
101cad0b-d164-4b29-8119-e71105e5924a,2021-08-05,income,Marketing,"Valdez, Robinson and Fernandez",bank_transfer,software,CFO,False,PRJ_014,11131.28,False
532850b7-f8e4-4c8d-916e-de08ff9a8f3a,2023-11-23,income,Finance,Alexander and Sons,crypto,hardware,HR_Manager,True,PRJ_016,12970.72,False
1b6c7401-d958-4cb8-a776-8d323faa1ea8,2022-12-31,refund,Finance,Ford-Murphy,bank_transfer,software,CFO,False,PRJ_015,426.84,False
306490e8-2598-4832-9877-78a5360c3af1,2023-05-01,income,R&D,Ford-Murphy,crypto,travel,CTO,False,PRJ_017,15053.74,False
bbea0cad-225d-4852-bad5-7ca40b2201bc,2023-03-27,expense,R&D,"Jones, Ramirez and Reed",bank_transfer,travel,HR_Manager,False,PRJ_020,-5984.98,False
82c7e985-c590-4b8f-9367-29edb5a4ab36,2022-02-05,expense,Finance,Stevens Group,bank_transfer,travel,COO,True,PRJ_011,-6782.43,False
70111c94-5e32-4010-8c06-e28a10da2bc8,2021-07-20,transfer,HR,"Valdez, Robinson and Fernandez",card,services,CEO,False,PRJ_010,-1364.34,False
f7bae9e2-9cd7-4244-b558-72d250f15bea,2023-10-22,income,Marketing,"Dixon, Sims and Garcia",bank_transfer,training,CEO,False,PRJ_018,10196.05,False
db57e967-6db3-4d92-8d4e-f9c529b22d34,2024-02-20,expense,Finance,"Watts, Lawson and Durham",crypto,software,CTO,False,PRJ_018,-5196.79,True
d9d77989-fac1-4c27-8725-5c6b81a3b70b,2023-09-19,expense,Sales,Hicks and Sons,bank_transfer,travel,CTO,False,PRJ_018,-6082.25,False
7eb7fdd7-a675-4a83-b906-ea2c50c62c5b,2022-09-16,income,Finance,"Russo, Johnson and Torres",cash,software,CEO,False,PRJ_015,12422.39,False
b7e68717-7a58-4639-b785-2501dfed9d91,2022-10-04,income,Sales,"Valdez, Robinson and Fernandez",card,software,HR_Manager,False,PRJ_014,9207.49,False
acf1ad3d-baf4-4f7c-ba63-661118006566,2022-06-09,expense,HR,"Watts, Lawson and Durham",bank_transfer,operational,CFO,True,PRJ_014,-5668.27,False
3933fca3-8290-45fc-87fa-f11ff9e634de,2021-05-27,expense,HR,Davis Inc,bank_transfer,salary,HR_Manager,True,PRJ_020,-3760.38,False
8350dc41-9604-4cc5-bda0-5ba50ccda827,2023-03-03,expense,Sales,"Dixon, Sims and Garcia",card,training,CEO,False,PRJ_012,-3479.76,False
15ae9166-f59e-4e60-9bcf-865fdd9f98f1,2021-05-03,expense,Finance,"Clark, Stuart and Bennett",bank_transfer,taxes,CFO,False,PRJ_017,-4570.35,False
0eff25d7-cad5-4d31-b757-9a554b231543,2024-01-21,expense,Marketing,"Valdez, Robinson and Fernandez",card,hardware,CTO,True,PRJ_015,-4756.37,False
baca0305-f15c-4ba7-83a6-c4a78fd7f933,2024-03-01,refund,Marketing,Smith Ltd,cash,travel,CTO,False,,317.14,False
bcf4df80-2be5-4f0e-a213-ddfc1ba9d20c,2023-01-24,expense,HR,"Valdez, Robinson and Fernandez",card,services,CFO,True,PRJ_013,-5814.76,False
3441333d-454c-40c5-8992-6b1551b3277a,2023-10-14,expense,Sales,"Jones, Ramirez and Reed",card,salary,CTO,False,PRJ_015,-6613.49,False
b2a490d0-03bf-4238-92f3-e7aee08bec6b,2023-04-04,expense,IT,Hicks and Sons,cash,,COO,False,PRJ_005,-4676.44,True
dc94cf46-8115-468f-a234-0f3def686141,2022-01-08,expense,Sales,Davis Inc,crypto,taxes,CFO,False,PRJ_013,-5641.12,False
e89e2fd0-7dfc-41ce-8143-bc54ce0a1c94,2022-05-08,income,R&D,Hays-Thomas,card,travel,CTO,False,PRJ_011,7535.59,False
38649466-3029-49ad-ae53-c4afe262d8b1,2022-06-09,expense,Marketing,"Watts, Lawson and Durham",bank_transfer,salary,CEO,False,PRJ_014,-4714.38,False
0f94cbde-ba13-48c7-aa18-1e735703f65c,2023-08-20,expense,HR,Alexander and Sons,cash,taxes,CFO,False,PRJ_007,-2633.35,False
a937c5ba-017f-4175-8dfb-575b69a5f088,2022-04-12,expense,R&D,"Alexander, White and Banks",bank_transfer,salary,CTO,True,PRJ_004,-5524.29,False
30dc71c7-c5e8-4aea-a52f-14e34d402108,2023-11-06,investment,R&D,"Valdez, Robinson and Fernandez",bank_transfer,hardware,CEO,False,PRJ_004,-10598.57,False
4f441ff3-f7b3-44dd-bd17-199d14b3e20c,2024-02-25,expense,HR,Hicks and Sons,bank_transfer,training,CFO,False,PRJ_016,-7270.93,False
c210e5be-66d8-41ba-ba4d-f59f6d25b73a,2021-06-09,expense,IT,"Valdez, Robinson and Fernandez",bank_transfer,travel,CEO,False,PRJ_012,-4613.36,False
1c6bbe49-0f50-41d4-994b-223cf131cc21,2023-12-30,expense,Sales,"Russo, Johnson and Torres",card,operational,CTO,True,PRJ_012,-6151.89,False
477639b1-1cdc-4871-97a9-93637bd7e1ed,2023-01-29,income,R&D,"Bean, Gonzales and Martin",cash,travel,CEO,True,PRJ_019,9016.17,False
ffa5a6b0-afa2-43b0-bcea-b5f011c29449,2021-12-04,expense,R&D,Chan Ltd,bank_transfer,taxes,CEO,False,PRJ_019,-5031.84,False
c2a572bf-9e04-461d-a24f-4ea961731456,2022-05-20,income,Finance,Davis Inc,cash,salary,CEO,True,PRJ_020,12280.97,False
15cd178d-35be-46e2-822a-adddaf7598b8,2022-01-15,expense,Sales,George-Carpenter,crypto,hardware,CEO,True,PRJ_016,-30.06,False
50a8bf4c-1944-492f-b90e-6a9452aec98a,2021-06-30,investment,Sales,Hays-Thomas,cash,software,CTO,False,PRJ_007,-9014.07,True
ee39f37e-ad94-49b5-b9e6-44293971bf86,2021-09-15,expense,HR,Davis Inc,bank_transfer,salary,CEO,False,PRJ_017,-4333.52,False
1a1d8581-9771-4024-aa85-614aa2e213b7,2023-05-19,income,R&D,"Valdez, Robinson and Fernandez",crypto,hardware,HR_Manager,True,PRJ_018,15092.3,False
202f5ecb-e32a-41da-8a2a-ea2a7872a027,2023-07-25,expense,Finance,Vance PLC,cash,travel,CFO,False,PRJ_004,-6110.62,True
34184e82-bdad-49ef-ac25-3944b852dbb6,2021-12-04,refund,HR,"Gonzalez, Campos and Smith",card,hardware,CEO,False,PRJ_002,537.51,False
df4a7466-6800-404a-ad86-9988af8ebcd1,2021-01-21,income,IT,Hays-Thomas,bank_transfer,services,CEO,False,PRJ_010,7752.35,False
0f887b75-c423-46ab-a2d5-3e9365fd822e,2022-10-26,expense,HR,George-Carpenter,cash,software,CFO,False,PRJ_006,-6856.29,True
f0a0383b-c851-423f-a75c-2cbf92f9a42f,2023-10-12,expense,Sales,George-Carpenter,bank_transfer,services,CFO,False,PRJ_001,-5424.86,False
0afddb44-971f-4ff0-9eff-29531a42da61,2023-12-18,income,Finance,"Gomez, Hopkins and Thompson",card,training,COO,False,PRJ_004,8336.99,False
6775f6d2-f8d0-4dcc-a0df-029430bc3dd0,2023-10-14,income,HR,Davis Inc,cash,software,CEO,True,PRJ_011,9680.54,False
993c7196-c097-4db0-8a89-9a3374610b09,2021-06-02,refund,R&D,"Valdez, Robinson and Fernandez",crypto,hardware,CFO,True,PRJ_009,167.1,False
d307868d-9574-4987-a83b-2a81cc172f42,2021-06-22,expense,Finance,"Watts, Lawson and Durham",card,travel,CEO,False,PRJ_014,-5580.07,False
da34d275-367f-4204-a8b0-0efc34bea6a4,2024-02-04,expense,R&D,"Russo, Johnson and Torres",card,taxes,CTO,False,PRJ_011,-5553.27,False
84bbeaa5-9313-44bc-b06c-1466602d6383,2022-07-24,expense,IT,"Clark, Stuart and Bennett",card,training,COO,False,PRJ_020,-5556.24,False
65a4fa6f-281d-4709-8e1e-9fa1aa5d569e,2022-07-17,expense,HR,"Jones, Ramirez and Reed",bank_transfer,salary,CEO,False,PRJ_020,-6781.78,False
4dfc803f-8911-4efc-a0a9-66cfb5271ece,2022-06-02,income,HR,Gonzalez Group,card,operational,COO,False,PRJ_001,11671.91,False
810125c9-a01b-4d70-8531-dc795bd5321f,2022-09-20,transfer,IT,Vance PLC,card,hardware,CEO,False,PRJ_003,-1262.69,False
d096fcb5-7e71-4f92-bd59-6d5640865ea8,2023-05-22,expense,IT,,crypto,salary,CEO,False,PRJ_011,-7948.47,False
b4e69ae0-709a-4fdb-b679-5c22790535a6,2021-01-23,income,Finance,"Clark, Stuart and Bennett",card,travel,,False,PRJ_018,9013.17,False
5976fb23-c96a-4a3e-8a37-2e2766041ddf,2024-03-26,expense,Marketing,"Valdez, Robinson and Fernandez",bank_transfer,software,CTO,True,PRJ_013,-1755.0,False
4c5cd8c3-9e8a-4c26-978a-bc915dd7b0ca,2024-03-08,expense,Sales,"Gomez, Hopkins and Thompson",bank_transfer,hardware,CFO,True,PRJ_017,-6002.74,False
d5e02cae-6129-4535-be02-9ebaef004f63,2021-12-12,expense,HR,Stevens Group,card,travel,COO,False,PRJ_007,-2088.84,False
4717f900-b545-46e2-87e0-dfcd707a7319,2022-03-21,expense,IT,Vance PLC,bank_transfer,operational,CEO,False,PRJ_015,-5326.45,False
64712e86-c7ff-4d1e-9b64-cb5868ae910f,2024-04-28,expense,R&D,"Valdez, Robinson and Fernandez",crypto,software,COO,False,PRJ_018,-3808.6,False
ae9c677e-a32e-498c-a245-ffee4b9b97af,2021-07-07,transfer,Marketing,Davis Inc,bank_transfer,travel,HR_Manager,False,PRJ_008,-791.54,False
4499b789-bf98-4f38-8971-4ea90c464b10,2022-11-22,income,Marketing,"Bean, Gonzales and Martin",cash,services,HR_Manager,False,PRJ_007,6549.48,False
0b3c16ae-b69e-4a50-b69d-3b1eb8168a0e,2022-08-01,expense,Sales,Page Ltd,cash,salary,CFO,True,PRJ_014,-4817.8,True
1931bed8-8796-49bf-a078-87d04eebe0e9,2021-04-09,expense,Sales,Vance PLC,card,training,COO,False,PRJ_003,-5268.29,False
a4c36022-0b33-433b-a2fd-349f4b9d0b4d,2023-10-17,expense,R&D,"Valdez, Robinson and Fernandez",bank_transfer,taxes,CTO,True,PRJ_010,-2108.27,False
4a89aa49-e9cd-45d8-becb-45d9f6339306,2024-01-29,expense,R&D,"Alexander, White and Banks",bank_transfer,services,CEO,False,PRJ_007,-7416.36,False
e21e0dd4-ab20-482f-b00f-5cbc61ccb4b9,2023-07-18,expense,IT,"Jones, Ramirez and Reed",card,operational,CTO,True,PRJ_006,-3640.85,False
05254435-9b76-4eff-b091-b4d4eefb2e42,2023-01-09,income,Marketing,"Jones, Ramirez and Reed",bank_transfer,hardware,CFO,True,PRJ_019,9910.78,False
b9c3acc0-92dd-45aa-9e1e-ed22453a337f,2021-07-22,refund,Sales,"Watts, Lawson and Durham",cash,hardware,CEO,False,PRJ_012,282.13,False
9335bbf9-79d6-4778-84fe-4058af892b85,2023-02-23,investment,IT,"Bean, Gonzales and Martin",bank_transfer,,CFO,False,PRJ_011,-20421.05,False
2fa0bb33-f2a3-4616-8f4a-ba2d7cdc78a6,2023-01-11,expense,Sales,"Dixon, Sims and Garcia",bank_transfer,operational,HR_Manager,False,PRJ_005,-1120.02,False
f29b308c-9dba-462e-96d1-aae4f8ef59cf,2023-10-06,income,R&D,"Gomez, Hopkins and Thompson",card,operational,CEO,False,PRJ_010,12592.73,False
a7a93b49-9e5a-48c2-b68e-58fe5576afd7,2021-11-01,expense,Finance,"Henry, Hill and Johnson",card,travel,HR_Manager,True,PRJ_007,-3763.78,False
d680f969-ca65-4ae3-8ff4-8c27eae0f509,2022-09-25,expense,Marketing,"Gomez, Hopkins and Thompson",bank_transfer,taxes,CEO,False,PRJ_016,-4053.9,False
3634d53c-3654-4e0c-85a0-4dfe94e148ef,2024-01-28,income,Finance,Stevens Group,crypto,taxes,CTO,False,PRJ_014,9171.04,False
563dca3b-f9c3-4790-9dc5-7f473dc59c17,2021-01-12,expense,IT,Bauer PLC,bank_transfer,salary,,True,PRJ_005,-4751.85,False
396c5a2d-ed37-4301-9c54-f368f59fb94a,2023-03-07,expense,R&D,Page Ltd,card,training,CFO,False,PRJ_013,-4244.34,False
89bf790f-59f4-4980-ba94-d461b478c51d,2021-03-29,refund,R&D,"Jones, Ramirez and Reed",bank_transfer,software,CTO,False,PRJ_002,377.62,False
afd984eb-09de-432b-9fcb-74c4f88e54c7,2023-10-10,transfer,Finance,Hicks and Sons,bank_transfer,salary,HR_Manager,False,PRJ_014,-756.05,False
4478e7aa-6127-425a-b656-013c6e91ba21,2024-04-12,income,HR,Ford-Murphy,card,taxes,CEO,False,PRJ_016,12129.35,False
de8592bd-c092-48a0-8cf3-18eb31bfe6a3,2024-02-22,expense,IT,"Valdez, Robinson and Fernandez",cash,services,HR_Manager,False,PRJ_001,-4831.35,True
c4ca6304-f3c1-4a9e-842a-659afb557a0b,2022-04-30,income,Marketing,"Valdez, Robinson and Fernandez",bank_transfer,taxes,CFO,False,PRJ_012,8897.77,False
d966a2ad-2788-4b68-85c8-ec6cd40aad76,2021-03-21,expense,HR,Vance PLC,bank_transfer,services,HR_Manager,False,PRJ_013,-5323.11,False
24c9a8fb-338f-4c6f-916a-a1800c6e1e14,2021-01-18,income,R&D,"Dixon, Sims and Garcia",card,training,CTO,False,PRJ_016,8670.72,False
814f82f1-1d21-47ff-a6e6-e06dc5800f3c,2021-12-24,expense,R&D,Chan Ltd,bank_transfer,salary,CTO,True,PRJ_015,-6681.21,False
4717ea76-f228-4433-a3c2-0d322a7d1462,2023-02-15,income,R&D,"Valdez, Robinson and Fernandez",crypto,travel,,True,PRJ_015,3826.1,False
8d1d11c7-6cde-4b07-9a68-4c580e214e71,2021-01-15,expense,Sales,"Dixon, Sims and Garcia",cash,salary,CTO,False,PRJ_003,-4955.59,False
6c051c77-f9d8-4e05-9ce5-1ae320f5cdae,2022-11-07,transfer,Marketing,Hood Ltd,cash,training,CEO,False,PRJ_019,-1579.14,False
d8aa9c11-9bd9-459c-9978-fe5a90463d09,2022-02-05,investment,Sales,Davis Inc,cash,services,CTO,False,PRJ_009,-17808.91,False
8f1f37f7-edbb-4854-9a67-dc26c706a11c,2021-11-14,expense,Sales,Hood Ltd,card,operational,CTO,True,PRJ_020,-3783.54,False
8f1c52c1-eed5-4598-b141-3e270d889c6d,2022-09-09,expense,Sales,"Henry, Hill and Johnson",card,software,HR_Manager,False,PRJ_006,-5253.76,False
84ce6228-390e-4b7c-a5c4-0c4b1f23b524,2024-03-17,expense,Finance,"Lewis, Carroll and Walker",card,taxes,CTO,False,PRJ_003,-7818.21,False
03bf1621-3b18-4829-950d-6488420a5ecf,2023-12-13,expense,Marketing,"Patterson, Harding and Phillips",bank_transfer,operational,HR_Manager,True,PRJ_004,-6401.07,False
6e395228-c3d9-4b8c-8805-326d13e499ba,2022-01-27,expense,Finance,"Gonzalez, Campos and Smith",bank_transfer,training,CEO,False,PRJ_002,-6666.59,False
8440de5f-6d44-4030-abc4-3efc93c28739,2024-03-30,expense,HR,Hood Ltd,cash,training,CFO,False,PRJ_005,-4404.79,False
6ce12a70-a0d0-420c-98ca-ddba97fe248d,2023-03-27,expense,Finance,"Gonzalez, Campos and Smith",card,software,CTO,False,PRJ_011,-3416.41,False
f896285c-e264-4fca-981f-e5f4dfa2863b,2023-03-17,expense,Sales,"Jones, Ramirez and Reed",bank_transfer,operational,CEO,False,PRJ_015,-5455.78,False
94a6376e-0cab-4bb2-8723-04b646085893,2022-04-18,expense,HR,Ford-Murphy,card,operational,COO,False,PRJ_001,-4932.2,False
c8127d4b-56c0-46a1-828d-2f13fe1591b1,2022-07-18,expense,Marketing,"Dixon, Sims and Garcia",card,training,CTO,False,PRJ_016,-7770.86,False
7d765659-6c44-4152-a3dd-dbda98560716,2022-10-10,expense,Finance,Stevens Group,card,services,COO,False,PRJ_017,-2419.48,False
58d9c731-30f5-4232-a991-b7943c0d0eab,2023-08-06,transfer,IT,Alexander and Sons,bank_transfer,operational,CEO,False,PRJ_009,-1163.31,False
c94e9b8f-b371-48ea-a366-25c1bd85b50d,2022-05-18,expense,Finance,Smith Ltd,crypto,training,,False,PRJ_009,-4941.79,True
000b692a-2f68-40fd-8cd2-6addb666271e,2022-07-14,income,Marketing,"Henry, Hill and Johnson",bank_transfer,software,CTO,False,PRJ_012,7347.52,False
23c9e8c6-8f30-4881-be2b-9703793f0cf3,2023-07-01,expense,Sales,"Gonzalez, Campos and Smith",bank_transfer,operational,HR_Manager,False,PRJ_001,-1988.91,False
74208ee7-d257-4afe-bb34-ee37a8ee1526,2022-11-18,expense,R&D,"Lewis, Carroll and Walker",cash,training,CFO,False,PRJ_011,-5877.49,True
8eede370-4e6e-4af3-a9b6-207f26618596,2024-02-01,expense,Finance,"Valdez, Robinson and Fernandez",cash,training,CEO,False,PRJ_006,-8242.79,False
593ac83c-fea8-41a6-a407-e24a46272fb0,2021-03-31,income,IT,"Alexander, White and Banks",card,training,HR_Manager,False,PRJ_015,4955.27,False
d671f35c-396d-400b-9475-742ecfe0b7f0,2024-04-03,expense,Finance,"Valdez, Robinson and Fernandez",card,operational,CFO,False,PRJ_018,-3381.77,False
35b49383-13b8-42a9-8896-c1aabe095fbf,2024-05-04,expense,Finance,"Clark, Stuart and Bennett",cash,hardware,HR_Manager,False,PRJ_004,-5505.9,True
64b28fab-4825-4b7e-9a3a-862c41702f12,2023-05-04,income,Marketing,Gonzalez Group,bank_transfer,operational,CEO,False,PRJ_010,8589.27,False
d7c2e4af-bc11-4f94-a96c-8f11fc79b6cd,2022-05-26,expense,IT,"Watts, Lawson and Durham",bank_transfer,services,HR_Manager,False,PRJ_013,-3472.6,False
237daea4-87f5-4e08-991b-7fdd7f89bcaa,2022-02-02,expense,IT,"Henry, Hill and Johnson",bank_transfer,hardware,COO,False,PRJ_013,-6841.17,False
f8091d18-aa4c-4e5f-af51-eb29d6f32814,2021-01-22,expense,Sales,Stevens Group,bank_transfer,hardware,HR_Manager,False,PRJ_006,-3294.81,False
f84a22ba-c60f-4985-bc3d-d1069b51d3dd,2022-05-14,transfer,Finance,Hicks and Sons,bank_transfer,taxes,COO,False,PRJ_005,-1637.25,False
1764d069-a7d3-458a-bacb-159c91709fbc,2024-05-26,income,Marketing,Hays-Thomas,card,software,CEO,False,PRJ_012,6860.94,False
22bf3b62-8363-488c-b747-bc1abd01f798,2023-12-23,expense,IT,Davis Inc,bank_transfer,software,COO,False,PRJ_002,-3471.79,False
d6b73702-795e-43cc-b1c5-66a618f6c29a,2022-09-28,expense,Sales,"Alexander, White and Banks",bank_transfer,taxes,CEO,False,PRJ_014,-3756.96,False
03831510-25a6-4b27-b3ea-6b97a74e374e,2023-05-31,income,R&D,"Henry, Hill and Johnson",bank_transfer,,COO,False,PRJ_016,8638.62,False
fe70d3dc-b42d-4574-9f39-249999ce6d09,2023-08-14,expense,R&D,"Lewis, Carroll and Walker",bank_transfer,taxes,COO,True,PRJ_007,-4871.67,False
d4296f93-70e7-457b-9b81-f594dea35900,2022-04-19,refund,R&D,Stevens Group,crypto,hardware,CFO,True,PRJ_015,482.55,False
d0e71f84-91a6-4cf1-9326-3cae00eb897c,2022-11-16,expense,Sales,Hood Ltd,bank_transfer,software,CEO,False,PRJ_016,-6072.34,False
f9b30998-bd65-4aea-840f-8a6b195dd348,2022-10-08,income,R&D,"Patterson, Harding and Phillips",bank_transfer,software,,False,PRJ_004,11136.43,False
fc35aa0a-270c-41ec-96d4-b50c9c206498,2022-12-01,expense,Marketing,"Valdez, Robinson and Fernandez",bank_transfer,travel,HR_Manager,False,PRJ_004,-5661.96,False
7513faf5-30c3-485f-998d-c57769cafcc6,2021-01-17,expense,Sales,Blankenship and Sons,cash,software,CEO,False,PRJ_006,-5441.29,True
12821c73-3b13-4991-aafb-540de0e13ff5,2021-06-16,transfer,Finance,"Jones, Ramirez and Reed",bank_transfer,hardware,CFO,False,PRJ_015,-1662.04,False
cdae37da-4ec2-4e79-86a1-c08340a04909,2023-04-03,expense,IT,George-Carpenter,card,hardware,HR_Manager,False,PRJ_019,-2612.71,False
5c9357b8-90d9-4d97-8c8b-cc1d468d9955,2023-11-23,income,R&D,"Valdez, Robinson and Fernandez",card,operational,CEO,True,,11455.0,False
